col0,col1,col2,col3
Cleveland Browns,American football team,Cleveland,All-America Football Conference
Kansas City Chiefs,American football team,Kansas City,National Football League
Houston Texans,American football team,Houston,National Football League
Cincinnati Bengals,American football team,Cincinnati,National Football League
Denver Broncos,American football team,Denver,National Football League
Miami Dolphins,American football team,Miami,National Football League
Buffalo Bills,American football team,Orchard Park,National Football League
Minnesota Vikings,American football team,Minnesota,National Football League
Philadelphia Eagles,American football team,Philadelphia,National Football League
New York Jets,American football team,New York City,National Football League
Dallas Cowboys,American football team,Frisco,National Football League
Indianapolis Colts,American football team,Indianapolis,National Football League
