col0,col1,col2,col3,col4
Bundesverband Erneuerbare Energie,1991-01-01,Climate-Alliance Germany,Germany,registered association
pressure group,1948-01-01,Initiative Transparent Civil Society,Germany,registered association
Deutscher Tierschutzbund,1881-01-01,German Donation Council,Germany,registered association
pressure group,1948-01-01,German Parity Welfare Association,Germany,registered association
Deutscher Tierschutzbund,1881-01-01,German alliance for nature conservation,Germany,registered association
pressure group,1948-01-01,Bundesnetzwerk Bürgerschaftliches Engagement,Germany,registered association
Deutscher Pfadfinderverband,1970-01-01,Deutscher Bundesjugendring,Germany,registered association
"Bundesverband Großhandel, Außenhandel, Dienstleistungen",1949-01-01,Confederation of German Employers' Associations,Germany,registered association
German Tenant Organisation,1900-01-01,International Union of Tenants,Germany,registered association
"Bundesverband Großhandel, Außenhandel, Dienstleistungen",1949-01-01,Ausstellungs- und Messe-Ausschuss,Germany,registered association
Deutscher Genossenschafts- und Raiffeisenverband,1972-01-01,European Movement Germany,Germany,registered association
German Shooting and Archery Federation,1861-07-11,German Olympic Sports Confederation,Germany,registered association
