col0,col1,col2,col3,col4
23rd U-boat Flotilla,1942-05-01,Nazi Germany,Salamis Island,World War II
30th U-boat Flotilla,1944-01-01,Nazi Germany,Constanța,World War II
11th U-boat Flotilla,1945-01-01,Nazi Germany,Bergen,World War II
29th U-boat Flotilla,1944-09-01,Nazi Germany,La Spezia,World War II
26th U-boat Flotilla,1945-01-01,Nazi Germany,Baltiysk,World War II
2nd U-boat Flotilla,1944-01-01,Nazi Germany,Wilhelmshaven,World War II
33rd U-boat Flotilla,1945-05-08,Nazi Germany,Flensburg,World War II
8th U-boat Flotilla,1945-01-01,Nazi Germany,Gdańsk,World War II
5th U-boat Flotilla,1945-05-08,Nazi Germany,Kiel,World War II
19th U-boat Flotilla,1945-05-08,Nazi Germany,Kiel,World War II
21st U-boat Flotilla,1945-01-01,Nazi Germany,Kiel,World War II
7th U-boat Flotilla,1945-05-08,Nazi Germany,Kiel,World War II
6th U-boat Flotilla,1944-01-01,Nazi Germany,Kiel,World War II
1st U-boat Flotilla,1944-09-01,Nazi Germany,Kiel,World War II
32nd U-boat Flotilla,1945-05-08,Nazi Germany,Hamburg,World War II
31st U-boat Flotilla,1945-05-04,Germany,Hamburg,World War II
4th U-boat Flotilla,1945-05-01,Germany,Szczecin,World War II
22nd U-boat Flotilla,1945-05-08,Nazi Germany,Gdynia,World War II
24th U-boat Flotilla,1945-01-01,Nazi Germany,Gdynia,World War II
Amur Military Flotilla,1998-01-01,Russian Soviet Federative Socialist Republic,Blagoveshchensk,Soviet–Japanese War
