col0,col1,col2,col3
Children’s Theatre of Winnetka,1975-01-01,United States of America,New Trier Township
Felsenpicker Gutenstein,1990-01-01,Germany,Sigmaringen
Theater Bilitz,1988-01-01,Switzerland,Weinfelden
At the Foot of the Mountain Theater,1974-01-01,United States of America,Minneapolis
Mihr,2003-01-01,Armenia,Yerevan
Indian National Theatre,1944-01-01,India,Mumbai
Næstved Amatørscene,1946-01-01,Denmark,Naestved Municipality
Mummenschanz,1972-01-01,Switzerland,Altstätten
Scuola Teatro Dimitri,1975-01-01,Switzerland,Verscio
Karls kühne Gassenschau,1984-01-01,Switzerland,Winterthur
Kiev National Academic Theatre of Drama and Comedy,1978-01-01,Ukraine,Kyiv
