col0,col1,col2,col3,col4,col5
Vosges,Grand Est,Hohneck,1790-03-04,Unterelsaß,Territoire de Belfort
Haut-Rhin,Grand Est,Grand Ballon,1790-03-04,Upper Alsace,Territoire de Belfort
Vosges,Grand Est,Hohneck,1790-03-04,Alsace-Lorraine,Territoire de Belfort
Haut-Rhin,Grand Est,Grand Ballon,1790-03-04,Alsace-Lorraine,Canton of Jura
Rhône,Auvergne-Rhône-Alpes,Mont Saint-Rigaud,1793-08-12,departmental district of the Rhône,Saône-et-Loire
Vosges,Grand Est,Hohneck,1790-03-04,Alsace-Lorraine,Haute-Saône
Bas-Rhin,Grand Est,Champ du Feu,1790-03-04,Alsace-Lorraine,Moselle
Vosges,Grand Est,Hohneck,1790-03-04,Unterelsaß,Meurthe-et-Moselle
Bas-Rhin,Grand Est,Champ du Feu,1790-03-04,Unterelsaß,Meurthe-et-Moselle
Vosges,Grand Est,Hohneck,1790-03-04,Alsace-Lorraine,Meurthe-et-Moselle
Bas-Rhin,Grand Est,Champ du Feu,1790-03-04,Alsace-Lorraine,Meurthe-et-Moselle
Vosges,Grand Est,Hohneck,1790-03-04,Alsace-Lorraine,Haute-Marne
Rhône,Auvergne-Rhône-Alpes,Mont Saint-Rigaud,1793-08-12,departmental district of the Rhône,Isère
Haut-Rhin,Grand Est,Grand Ballon,1790-03-04,Alsace-Lorraine,Canton of Solothurn
