col0,col1,col2
Braathens,"Oslo Airport, Fornebu",Ludvig G. Braathen
Cebu Pacific,Ninoy Aquino International Airport,John Gokongwei
LATAM Chile,Arturo Merino Benítez International Airport,Arturo Merino Benítez
Air India,Netaji Subhas Chandra Bose International Airport,J. R. D. Tata
Azul Brazilian Airlines,Manaus International Airport,David Neeleman
Flybe,Manchester Airport,Jack Walker
JetBlue Airways,John F. Kennedy International Airport,David Neeleman
Laker Airways,Gatwick Airport,Freddie Laker
Ryanair,London Stansted Airport,Tony Ryan
Virgin Atlantic,Heathrow Airport,Richard Branson
Virgin America,San Francisco International Airport,Richard Branson
Widerøe,Bodø Airport,Viggo Widerøe
EVA Air,Taoyuan International Airport,Chang Yung-fa
Air China,Beijing Capital International Airport,Government of the People's Republic of China
Lauda Air,Wien-Schwechat Airport,Niki Lauda
Niki,Wien-Schwechat Airport,Niki Lauda
Jet Airways,Brussels Airport,Naresh Goyal
Cathay Pacific,Hong Kong International Airport,Roy Farrell
Meridiana,Leonardo da Vinci–Fiumicino Airport,Aga Khan IV
Virgin Express,Brussels Airport,Richard Branson
