col0,col1,col2,col3,col4
Biblioteca Angelica,Italy,State public library,Italian national heritage,1604-01-01
Biblioteca universitaria Alessandrina,Italy,State public library,Italian national heritage,1667-01-01
Biblioteca Marucelliana,Italy,State public library,Italian national heritage,1752-09-18
Biblioteca Nazionale Marciana,Italy,State public library,Italian national heritage,1468-05-31
National Central Library of Florence,Italy,United Nations Depository Library,Italian national heritage,1747-01-01
University Library of Padua,Italy,college library,Italian national heritage,1629-07-05
University Library of Naples,Italy,college library,Italian national heritage,1816-12-04
National University Library of Turin,Italy,college library,Italian national heritage,1720-01-01
Biblioteca universitaria Alessandrina,Italy,college library,Italian national heritage,1667-01-01
Biblioteca Nazionale Marciana,Italy,library building,Italian national heritage,1468-05-31
Library of the University of Bologna,Italy,academic library,Italian national heritage,1712-01-01
Biblioteca Medicea Laurenziana,Italy,architectural structure,Italian national heritage,1571-01-01
University Library of Padua,Italy,real property,Italian national heritage,1629-07-05
Biblioteca Nazionale Centrale di Roma,Italy,real property,Italian national heritage,1875-01-01
