col0,col1,col2
Toppan,kabushiki gaisha,Chiyoda-ku
Kyodo Printing,kabushiki gaisha,Bunkyō-ku
Dai Nippon Printing,kabushiki gaisha,Shinjuku-ku
Westermann Verlag,GmbH,Brunswick
Kossuth Nyomda,Limited company,Budapest
Melantrich,cooperative,Prague
Tiskárny Havlíčkův Brod,akciová společnost,Havlíčkův Brod
Piepersche Druckerei und Verlag,GmbH,Clausthal-Zellerfeld
Grafia dělnická knihtiskárna a nakladatelství,company,Prague
Sklad školních knih a knihtiskárna,company,Prague
Mainichi Newspapers Kita Kanto Core,kabushiki gaisha,Takasaki
