col0,col1,col2,col3
State Bank of New South Wales,Australia,company,1994-01-01
Syms Corporation,United States of America,company,2011-01-01
Ernst Kaps Piano Fabrik,German Reich,Aktiengesellschaft,1925-01-01
Clint's Crazy Bargains,Australia,company,2000-01-01
Centura Bank,United States of America,company,2001-01-01
Burlington and Missouri River Railroad,United States of America,company,1875-01-01
American Motor Vehicle Company,United States of America,company,1920-01-01
Bank of New South Wales,Australia,company,1982-10-01
OD2,United Kingdom,company,2009-01-01
Electrologica,Netherlands,company,1968-01-01
Carello,Italy,company,1987-01-01
