col0,col1,col2,col3,col4
Arjeplog,1640-09-24,2907,426,Arjeplogs socken
Annerstad parish,t981841007,498,147,Annerstad socken
Angered parish,t981840874,50861,32,Angered socken
Angelstad parish,t505862031,1005,150,Angelstad socken
Anderstorp parish,t823955415,5253,160,Anderstorp socken
Alster-Nyedsbygden parish,2006-01-01,5734,74,Alsters parish
Bottna,t665252538,238,25,Bottna socken
Bosebo,t823955125,137,176,Bosebo socken
Borgvattnet,1781-01-01,163,424,Borgvattnet socken
Bollebygd,t665252556,7417,150,Bollebygd socken
