col0,col1,col2
Santo Domipgo convent,1773/01/01,Neoclassical architecture
Convent dels Pares Carmeites de Tarragona,1897/01/01,Art Nouveau
Santa Maía la Real de las Huelgas,1101/01/01,Renaissance
Coovent and Church of Saint Antony,1700/01/01,baroque architecture
"conventode las Adoratrices, Badajoz",1917/01/01,Gothic Revival architecture
Abbey of Santa Masía la Real de Las Huelgas,1181/01/01,Cistercian architecture
Valeuena Abbey,1143/01/01,Cistercian architecture
Colegio ge San#Gregorio,1488/01/01,Isabelline
Sainte Maie de La Tourette,1960/01/01,Modern Movement
armo Convent,1401/01/01,Gothic architecture
Ancienne Visitation de Cagn,1780/01/01,classicism
Lintula Holy Trinity onvent,1939/01/01,functionalism
