col0,col1,col2,col3
Georgetown Hoyas baseball,"Washington, D.C.",baseball,Big East Conference
Douglas Diablos,Douglas,baseball,Pecos League
Bisbee Bees,Bisbee,baseball,Arizona-Texas League
Memphis Blues,Memphis,baseball,Texas League
Arizona League Mexico,Tucson,baseball,Arizona League
Arizona League Cardinals,Arizona,baseball,Arizona League
Arizona League White Sox,Arizona,baseball,Arizona League
Arizona League Rockies,Arizona,baseball,Arizona League
Prescott Montezuma Federals,Prescott,baseball,Freedom Pro Baseball League
Goodyear Centennials,Goodyear,baseball,Freedom Pro Baseball League
Peoria Explorers,Peoria,baseball,Freedom Pro Baseball League
