col0,col1,col2,col3
Uganda Bureau of Statistics,Uganda,National Statistical System,"Ministry of Finance, Planning and Economic Development"
Office for National Statistics,United Kingdom,European Statistical System,UK Statistics Authority
Statistics Estonia,Estonia,European Statistical System,Ministry of Finance
Instituto Nacional de Estadística e Informática,Peru,Sistema Estadístico Nacional,Presidency of the Council of Ministers (Peru)
Instituto Brasileiro de Geografia e Estatística,Brazil,Sistema Estatístico Nacional,Federal Government of Brazil
Instituto Nacional de Estadísticas,Chile,Sistema Estadístico Nacional,"Ministry of Economy, Development and Tourism"
Central Statistical Agency,Ethiopia,national statistical system of Ethiopia,Ministry of Finance and Economic Development
Central Statistics Office,India,Indian Statistical System,Ministry of Statistics and Programme Implementation
Statistics Denmark,Denmark,European Statistical System,Ministry of Economic Affairs and Interior
Australian Bureau of Statistics,Australia,National Statistical Service,Government of Australia
Statistics Sweden,Sweden,European Statistical System,Ministry of Finance
Hungarian Central Statistical Office,Hungary,European Statistical System,Ministry of Interior
DESTATIS,Germany,European Statistical System,Federal Ministry of the Interior
