col0,col1,col2,col3,col4,col5
Mieres,Aníbal José Vázquez Fernández,UTC+01:00,mayor of Mieres,37959,Mieres del Camino (town)
Pesoz,José Valledor Pereda,UTC+01:00,mayor of Pezós,147,Pezós
Boal,José Antonio Barrientos González,UTC+01:00,mayor of Bual,1505,Bual
Cuaña,Salvador Méndez Méndez,UTC+01:00,mayor of Cuaña,3315,Coaña
Samartín d'Ozcos,José Antonio Martínez Rodil,UTC+01:00,mayor of San Martín de Oscos,377,Samartín
A Veiga,María Begoña Calleja Quijada,UTC+01:00,mayor of Vegadeo,3926,Vegadeo
Vilanova d'Ozcos,José Antonio González Braña,UTC+01:00,mayor of Vilanova d'Ozcos,292,Villanueva de Oscos
San Tiso d'Abres,María Goretti Quintana Rey,UTC+01:00,mayor of San Tiso d'Abres,410,El Llano
Riosa,Ana Isabel Díaz Fernández,UTC+01:00,mayor of Riosa,1858,La Vega
Onís,José Manuel Abeledo Viesca,UTC+01:00,mayor of Onís,743,Benia de Onís
Illas,Fernando Alberto Tirador Martínez,UTC+01:00,mayor of Illas,1014,Callezuela
Lena,Ramón Argüelles Cordero,UTC+01:00,mayor of Ḷḷena,10890,La Pola
Ponga,Marta Alonso Guijarro,UTC+01:00,mayor of Ponga,586,San Juan de Beleño
Amieva,José Félix Fernández Fernández,UTC+01:00,mayor of Amieva,661,Sames
