col0,col1,col2,col3
Silvio Pettirossi International Airport,Silvio Pettirossi,Paraguay,runway
Wilmington International Airport,Wilmington,United States of America,Wi-Fi
Orlando International Airport,Orlando,United States of America,Wi-Fi
Wilmington International Airport,Wilmington,United States of America,restaurant
San Francisco International Airport,San Francisco,United States of America,Lost and found
Baltimore/Washington International Thurgood Marshall Airport,"Washington, D.C.",United States of America,parking lot
Paris-Charles de Gaulle Airport,Paris,France,changing table
Zurich Airport,Zürich,Switzerland,post office
Seattle–Tacoma International Airport,Seattle,United States of America,Wi-Fi
San Francisco International Airport,San Francisco,United States of America,Wi-Fi
Helsinki Airport,Helsinki,Finland,Instrument Landing System
Hartsfield–Jackson Atlanta International Airport,Asa Griggs Candler,United States of America,Wi-Fi
LaGuardia Airport,Fiorello H. La Guardia,United States of America,Wi-Fi
Hartsfield–Jackson Atlanta International Airport,Atlanta,United States of America,Wi-Fi
Denver International Airport,Denver,United States of America,Wi-Fi
