col0,col1,col2,col3,col4,col5
Rudniki,dzielnica,1118,Gdańsk,0,Olszynka
Przymorze Wielkie,dzielnica,27165,Gdańsk,6,Gdańsk Bay
Piecki-Migowo,dzielnica,27265,Gdańsk,101,Siedlce
Matarnia,dzielnica,5939,Gdańsk,146,Kokoszki
Kokoszki,dzielnica,9693,Gdańsk,135,Jasień
Brętowo,dzielnica,7433,Gdańsk,111,VII Dwór
Aniołki,dzielnica,4545,Gdańsk,25,Siedlce
Przymorze Małe,dzielnica,15260,Gdańsk,16,Zaspa-Młyniec
Żabianka-Wejhera-Jelitkowo-Tysiąclecia,dzielnica,16323,Gdańsk,11,Gdańsk Bay
Śródmieście,dzielnica,25243,Gdańsk,6,Olszynka
