col0,col1,col2,col3
1999 Champions Cup,Stephen Hendry,World Professional Billiards and Snooker Association,1999 Charity Challenge
1991 Irish Masters,Steve Davis,World Professional Billiards and Snooker Association,1990 Irish Masters
1989 Irish Masters,Alex Higgins,World Professional Billiards and Snooker Association,1988 Irish Masters
1983 Irish Masters,Steve Davis,World Professional Billiards and Snooker Association,1982 Irish Masters
1994 International Open,John Parrott,World Professional Billiards and Snooker Association,1993 International Open
1996 German Open,Ronnie O'Sullivan,World Professional Billiards and Snooker Association,1995 German Open
1997 German Open,John Higgins,World Professional Billiards and Snooker Association,1996 German Open
2001 European Open,Stephen Hendry,World Professional Billiards and Snooker Association,1997 European Open
1990 European Open,John Parrott,World Professional Billiards and Snooker Association,1989 European Open
1993 European Open (1992/1993),Steve Davis,World Professional Billiards and Snooker Association,1992 European Open
2001 Champions Cup,John Higgins,World Professional Billiards and Snooker Association,2000 Champions Cup
1993 Irish Masters,Steve Davis,World Professional Billiards and Snooker Association,1992 Irish Masters
1990 Irish Masters,Steve Davis,World Professional Billiards and Snooker Association,1989 Irish Masters
1992 Irish Masters,Stephen Hendry,World Professional Billiards and Snooker Association,1991 Irish Masters
1988 Irish Masters,Steve Davis,World Professional Billiards and Snooker Association,1987 Irish Masters
1987 Irish Masters,Steve Davis,World Professional Billiards and Snooker Association,1986 Irish Masters
1986 Irish Masters,Jimmy White,World Professional Billiards and Snooker Association,1985 Irish Masters
1985 Irish Masters,Jimmy White,World Professional Billiards and Snooker Association,1984 Irish Masters
1984 Irish Masters,Steve Davis,World Professional Billiards and Snooker Association,1983 Irish Masters
1997 International Open,Stephen Hendry,World Professional Billiards and Snooker Association,1996 International Open
