col0,col1,col2,col3,col4
Bu'eine Nujeidat,10400,170,Israel Defense Forces,7.058
Ma'ale Iron,14140,227,Israel,3.049
Ar'ara,23996,171,Israel,8.043
Mashhad,7858,348,Israel,7.286
Ka'abiyye-Tabbash-Hajajre,4978,165,Israel,1.653
I'billin,12990,102,Israel,12.07
Ar'arat an-Naqab,15813,452,Israel,14.052
Basma,8914,231,Israel,1.795
Yanuh-Jat,6253,518,Israel,13.4
Kisra-Sumei,8487,770,Israel,14.163
Shibli-Umm al-Ghanam,5694,185,Israel,2.879
Hatzor HaGlilit,8834,340,Israel,5.299
Kfar Kama,3188,228,Israel,8.854
Yafa an-Naseriyye,18234,319,Israel,4.087
