col0,col1,col2,col3
A Trial to Evaluate Faropenem Medoxomil in the Treatment of Acute Otitis Media,7,328,6
The Effect of HFA - Beclomethasone Dipropionate Qvar on Bronchial Hyperreactivity in Preschool Children,7,21,3
Management of Displaced Supracondylar Fractures of the Humerus Using Lateral vs. Crossed K-wires,7,55,3
Pulmonary Function at Presentation and Follow-up in Hemato-Oncology 3-7 Years Old Children,7,35,3
tES With Random Noise Stimulation Applied to Children With Brain Injury,7,50,3
Shaping Neural Activity Through Parenting,7,160,6
Family Matters Intervention,7,510,5
Efficacy of External Cold and a Vibrating Device in Reducing Discomfort of Dental Injections in Children,7,60,6
Fiber Tolerability in Children Aged 3-7 Year,7,36,3
Different Doses of Sevoflurane During Induction of Anesthesia on Emergence Delirium in Children,7,80,2
A Controlled Trial of the Clinical Effects of Hyperbaric Therapy in Autistic Children,7,60,2
Population Based Intervention to Prevent Obesity in Kindergartens (TigerKids),7,30000,3
Study of Three Alternatives for Mass Treatment in Trachoma Villages of Tanzania,7,2700,12
Transfusion Strategies in Pediatric Cardiothoracic Surgery,7,60,4
Study of Menactra® in Children Aged 4 to 6 Years When Administered Concomitantly With a Fifth Dose of DAPTACEL®,7,882,4
Neurodevelopment After Early Iron Supplementation,7,204,4
Prevention of Permanent Obesity in Children,7,48,5
Body Plethysmograph Measurements Before and After Methacholine Challenge in Early Childhood,7,50,3
Risk of Asthma in Infants With Atopic Dermatitis,7,120,2
Pediatric Exercise With Congenital Heart Defects (Kinderturnen Mit Angeborenem Herzfehler),7,60,4
Team PLAY (Positive Lifestyles for Active Youngsters),7,270,4
Community Outreach - Obesity Prevention Trial (CO-OPT),6,300,2
"Sleep, Nutrition and Psychological Functioning in Kindergarten Children",6,140,3
Correlation Study Between PEST and SCORAD in Management of Atopic Dermatitis With Ceradan® Regimen,6,58,6
Phase III Study of Intramuscular TAK-816 in Healthy Infants,6,31,2
Intranasal Dexmedetomidine Sedation for Ophthalmic Examinations in Children,6,60,2
Impact of the Radiographic Examination on Diagnosis and Treatment Decision of Caries Lesions in Primary Teeth,6,252,3
Promoting Child Inhibitory Control Skills Around Food,6,72,4
Impact of TMP-SMX Prophylaxis on Malaria Infection and Immunity in Children in Uganda,6,173,2
Microbiology of Otitis Media in Costarrican Children After PCV13 Introduction,6,387,3
A Safety Study of the Auditory Brainstem Implant for Pediatric Profoundly Deaf Patients,6,10,2
Growth and Body Composition in Breastfed Infants - Study on Age of Introduction of Complementary Foods in Iceland,6,100,5
Clinical Assessment of Usage of Cleft Margin Flap With Anterior Palatal Closure in Closure of Naso-alveolar Defect.,6,20,2
"Comparison of the Effect of Propacetamol, Ibuprofen or Their Combination on Postoperative Pain and Quality of Recovery After Laparoscopic Hernia Repair in Children",6,159,6
Observation of Atelectasis Using Lung Ultrasonography in Children Undergoing General Anesthesia: the Cohort Study for Evaluation of the Relationship Between the Incidence and Severity of Upper Respiratory Tract Infection and the Magnitude of Ane,6,261,6
Ultraconservative Caries Treatment in Anterior Cavitated Caries Lesion of Primary Teeth,6,196,3
Effect of Probiotic on Oral Health,6,80,3
Home Video-based Telemedicine to Reduce Hypoglycemia Fear in Parents of Young Children,6,180,2
"Knowledge, Attitude and Practices of Parents Toward Their Children's Oral Health and Caries Prevalence in Their Children (Cross-sectional Study)",6,301,3
Oral Health Promotion Among Preschool Children With Special Needs,6,306,2
Oral Findings In A Group of Egyptian Children With Attention Deficit Hyperactivity Disorder,6,78,3
An Open Label Dose Finding Safety and Efficacy in Children and Infants Infected With Schistosomiasis (S.Mansoni),6,420,3
Microbial Biomarkers of EArly Pseudomonas Aeruginosa Colonization in CHildren With Cystic Fibrosis,6,70,2
Evaluate the Safety and Efficacy of Xiyanping in Pediatric Participants With Severe Influenza-Like Symptoms,6,72,3
