col0,col1,col2,col3,col4
"Consulate General of Poland, Grodno",Belarus,Poland,Grodno,1991-01-01
Consulate General of Poland in Vinnytsia,Ukraine,Poland,Vinnytsia,2009-09-01
"Polish Consulate General, Brest",Belarus,Poland,Brest,1993-01-01
"Consulate-General of China, Chongjin",North Korea,People's Republic of China,Chongjin,1987-07-01
Consulate General of the Republic of Poland in Vancouver,Canada,Poland,Vancouver,1992-01-01
Consulate General of Poland in Manchester,United Kingdom,Poland,Manchester,2007-01-01
Consulate General of Poland in Houston,United States of America,Poland,Houston,2017-12-19
"Consulate General of Poland, Hong Kong",People's Republic of China,Poland,Hong Kong,1991-01-01
Consulate-General of Poland in Curitiba,Brazil,Poland,Curitiba,1919-01-01
"Consulate General of Poland, Munich",Germany,Poland,Munich,1920-01-01
Consulate General of Poland in Hamburg,Germany,Poland,Wandsbek,1919-01-01
"Consulate General of Poland, Barcelona",Spain,Poland,Barcelona,1995-01-01
Consulate General of the Republic of Poland in Mumbai,India,Poland,Mumbai,1933-01-01
Consulate General of the Republic of Poland in Montreal,Canada,Poland,Montreal,1919-01-01
