col0,col1,col2
Apostolic Vicariate of Iquitos,100041.0,1159578
Apostolic Vicariate of Isiolo,25.605,116900
Apostolic Vicariate of Ingwavuma,12369.0,625000
Apostolic Vicariate of Inírida,86000.0,27000
Apostolic Vicariate of Hosanna,12000.0,2400000
Apostolic Vicariate of Harar,260000.0,5923000
Apostolic Vicariate of Guapi,7560.0,128224
Apostolic Vicariate of Gambella,50000.0,507000
Apostolic Vicariate of Francistown,472995.0,1200000
Apostolic Vicariate of Esmeraldas,15260.0,520000
Apostolic Vicariate of El Petén,36000.0,605000
Apostolic Vicariate of El Beni,150686.0,217000
