col0,col1,col2,col3
Boise State Broncos women's basketball,Broncos,1970-01-01,ExtraMile Arena
Denver Pioneers women's basketball,Pioneers,1974-01-01,Magness Arena
Little Rock Trojans women's basketball,Trojans,1969-01-01,Jack Stephens Center
William & Mary Tribe women's basketball,Tribe,1919-01-01,William & Mary Hall
Western Illinois Leathernecks women's basketball,Fighting Leathernecks,1903-01-01,Western Hall
UC Riverside Highlanders women's basketball,Highlanders,1974-01-01,UC Riverside Student Recreation Center
Furman Paladins women's basketball,Paladins,1969-01-01,Timmons Arena
Savannah State Lady Tigers basketball,Lady Tigers,1928-01-01,Tiger Arena
Northern Kentucky Norse women's basketball,Norse,1974-01-01,BB&T Arena
College of Charleston Cougars women's basketball,Cougars,1974-01-01,TD Arena
Southern Illinois Salukis women's basketball,Salukis,1959-01-01,SIU Arena
Rhode Island Rams women's basketball,Rams,1975-01-01,Ryan Center
