col0,col1,col2
Bering Land Bridge National Preserve,1978-12-01,Northwest Arctic Borough
Aniakchak National Monument and Preserve,1978-12-01,Lake and Peninsula Borough
Gates of the Arctic National Park and Preserve,1980-01-01,Yukon–Koyukuk Census Area
Yukon–Charley Rivers National Preserve,1978-12-01,Yukon–Koyukuk Census Area
Lake Clark National Park and Preserve,1978-01-01,Bethel Census Area
Wrangell–St. Elias National Park and Preserve,1980-01-01,Yakutat
Tallgrass Prairie National Preserve,1996-11-12,Chase County
Valles Caldera National Preserve,2000-07-25,Rio Arriba County
Little River Canyon National Preserve,1992-10-21,Cherokee County
Mojave National Preserve,1994-10-31,San Bernardino County
Timucuan Ecological and Historic Preserve,1988-02-16,Jacksonville
Jean Lafitte National Historical Park and Preserve,1978-01-01,Louisiana
Big Thicket National Preserve,1974-10-11,Texas
Great Sand Dunes National Park and Preserve,2004-01-01,Colorado
Katmai National Park and Preserve,1980-01-01,Alaska
Glacier Bay National Park and Preserve,1980-01-01,Alaska
