col0,col1,col2,col3
Colégio da Madre de Deus,"União das Freguesias de Évora (São Mamede, Sé, São Pedro e Santo Antão)",Sé e São Pedro,Immovable Cultural Heritage of Municipal Interest
Ballarat School of Mines,Victoria,Ballarat Central,listed on the Victorian Heritage Register
Collegio Emiliani,Brisighella,Fognano,Italian national heritage
Friendship Armstrong Academy,"Washington, D.C.",Armstrong Manual Training School,National Historic Landmark
Ainslie School,Australian Capital Territory,Braddon,listed on the Australian Capital Territory Heritage Register
Victorian School of Forestry,Victoria,Creswick,listed on the Victorian Heritage Register
Dunbar School,Tucson,Dunbar/Spring,place listed on the National Register of Historic Places
Spring Valley School,Polk County,Zena,place listed on the National Register of Historic Places
Kindergarten n. 15,Brussels,Pentagon,protected heritage site in Brussels
Dringhouses Library,York,Dringhouses,Grade II listed building
Spring Valley School District 120 Building,Washington County,Spring Valley,place listed on the National Register of Historic Places
"Evangelical Gymnasium, Sebeș",Alba,Sebeș,historic monument
Alexandru Papiu Ilarian college,Târgu Mureș,Târgu Mureș,historic monument
