col0,col1,col2,col3,col4
Communauté de communes des 4 rivières,France,2017-01-01,Gournay-en-Bray,53
Communauté de communes Plateau de Caux-Doudeville-Yerville,France,2017-01-01,Saussay,40
Communauté de communes Terroir de Caux,France,2017-01-01,Heugleville-sur-Scie,79
Communauté de communes Isigny-Omaha Intercom,France,2017-01-01,Le Tronquay,59
Communauté de communes Bray-Eawy,France,2017-01-01,Graval,46
Le Gesnois Bilurien,France,2017-01-01,Le Breil-sur-Mérize,23
Communauté de communes interrégionale Aumale - Blangy-sur-Bresle,France,2017-01-01,Campneuseville,44
communauté de communes du pays de Bâgé et de Pont-de-Vaux,France,2017-01-01,Bâgé-le-Châtel,20
communauté de communes de la Veyle,France,2017-01-01,Saint-Julien-sur-Veyle,18
communauté de communes du Vimeu,France,2017-01-01,Acheux-en-Vimeu,25
communauté de communes des Coëvrons,France,2012-12-31,Évron,31
Communauté de communes de Sarrebourg-Moselle-Sud,France,2017-01-01,Buhl-Lorraine,76
Communauté de communes de la Campagne de Caux,France,1997-12-31,Annouville-Vilmesnil,22
Communauté de communes de l'aire cantilienne,France,1994-12-26,Chantilly,11
Couesnon Marches de Bretagne,France,2017-01-01,La Fontenelle,15
De l'Oust à Brocéliande Communauté,France,2017-01-01,Saint-Abraham,26
communauté de communes Aygues Ouvèze en Provence,France,1992-12-31,Camaret-sur-Aigues,8
Questembert Communauté,France,1997-12-30,Berric,13
Communauté de communes des Villes Sœurs,France,2000-01-01,Allenay,28
communauté de communes de l'Ernée,France,2012-01-03,Saint-Pierre-des-Landes,15
