col0,col1,col2,col3
Socialist Parliamentary Group,16,democratic socialism,Socialist Group at the Parliament of Catalonia
Popular Unity Candidates - Constituent Call Parliamentary Group,10,feminism,Popular Unity Candidates - Constituent Call Parliamentary Subgroup
Socialist Parliamentary Group,16,democratic socialism,Socialists - Citizens for Change parliamentary group
Popular Unity Candidates - Constituent Call Parliamentary Group,10,Catalan pro-independence movement,Popular Unity Candidacy - Constituent Call
Socialist Parliamentary Group,16,democratic socialism,Socialists' Party of Catalonia
Popular Parliamentary Group,6,Spanish nationalism,People's Party of Catalonia Parliamentary Subgroup
People's Party of Catalonia Parliamentary Group,11,Spanish nationalism,People's Party of Catalonia Parliamentary Subgroup
Popular Parliamentary Group,6,christian democracy,People's Party of Catalonia Parliamentary Subgroup
People's Party of Catalonia Parliamentary Group,11,christian democracy,People's Party of Catalonia Parliamentary Subgroup
Popular Parliamentary Group,6,conservatism,People's Party of Catalonia Parliamentary Subgroup
