col0,col1,col2,col3
University of Calgary Faculty of Law,University of Calgary,Calgary,1976-01-01
University of New Hampshire School of Law,University of New Hampshire,Concord,1973-01-01
Washburn University School of Law,Washburn University,Kansas,1903-01-01
University of Texas School of Law,University of Texas at Austin,Texas,1883-01-01
Touro Law Center,Touro College and University System,New York,1980-01-01
University of Idaho College of Law,University of Idaho,Idaho,1909-01-01
University of Montana School of Law,University of Montana,Montana,1911-01-01
Willamette University College of Law,Willamette University,Oregon,1883-01-01
University of Massachusetts School of Law,University of Massachusetts Dartmouth,Massachusetts,2010-01-01
Istanbul Commerce University Faculty of Law,Istanbul Commerce University,Istanbul,2001-01-01
Cornell Law School,Cornell University,Ithaca,1887-01-01
Yale Law School,Yale University,New Haven,1824-01-01
La vagancia,Harvard University,Cambridge,1817-01-01
University of Wisconsin Law School,University of Wisconsin–Madison,Madison,1868-01-01
Hamline University School of Law,Hamline University,Saint Paul,1972-01-01
Case Western Reserve University School of Law,Case Western Reserve University,Ohio,1892-01-01
Boston College Law School,Boston College,Massachusetts,1926-01-01
"Law School, University of São Paulo",University of São Paulo,São Paulo,1827-01-01
"University of California, Hastings College of the Law",University of California,California,1878-01-01
Howard University School of Law,Howard University,"Washington, D.C.",1869-01-01
