col0,col1,col2
Church of the Epiphany in Krasnoe-na-Volge,Diocese of Kostroma,1592-01-01
"Church of the Epiphany in Pekshevo, Voronezh Oblast",Diocese of Voronezh,1826-01-01
Chapel of Samuel the Prophet,Diocese of Voronezh,1808-01-01
Saints Constantine and Helena church in Suzdal,Diocese of Vladimir and Suzdal,1707-01-01
Church of the Transfiguration on Aptekarsky Island,Saint Petersburg-Ladoga Eparchy,1840-07-07
Church of the Nativity of the Theotokos (Suvorovo),Moscow Eparchy,1601-01-01
Church of the Nativity of John the Baptist in Presnya,Moscow Eparchy,1685-01-01
Church of the Theotokos of Iviron on Vspolye,Moscow Eparchy,1601-01-01
All Saints Church,Moscow Eparchy,1733-01-01
Church of the Renewal of the Temple of the Resurrection (Sertyakino),Moscow Eparchy,1601-01-01
