col0,col1,col2
Online Gospelcountry,interpreter,Zürich
The Feckel,music arranger,Zürich
Nexus Groove,producer,Switzerland
Boillat Therace Quintet,producer,Switzerland
Counterpoints,producer,Switzerland
Christian Zatta Shifting Minds,producer,Switzerland
Dussex Soultrain,producer,Switzerland
Impetus,producer,Switzerland
Spahni S Dub Dancers,music arranger,Switzerland
Innlaandds,music arranger,Switzerland
Loverfield Jazzband,music arranger,Switzerland
Me Mobi,composer,Switzerland
Lost Lucy,composer,Switzerland
Portellavanda,composer,Switzerland
Plamp,composer,Switzerland
Elephant Tree,composer,Switzerland
Öz Ürügülü,composer,Switzerland
Dr Dellers Ambient Groove Ensemble,composer,Switzerland
Big Bold Back Bone,composer,Switzerland
Schildpatt,composer,Switzerland
