col0,col1,col2,col3
"UBS AG, Group Historical Archives, Historisches Konzernarchiv",class A Swiss cultural property of national significance,Basel,company archive
Roche historical archive,class A Swiss cultural property of national significance,Basel,company archive
Novartis International AG,class A Swiss cultural property of national significance,Basel,company archive
"Coop Schweiz, Zentralarchiv",class A Swiss cultural property of national significance,Basel,company archive
"SRG SSR idée suisse, Zentralarchiv der Generaldirektion",class A Swiss cultural property of national significance,Bern,company archive
archives of the SEFAR group,class A Swiss cultural property of national significance,Appenzell Ausserrhoden,company archive
"ABB Schweiz, Sammlung Archiv",class A Swiss cultural property of national significance,Aargau,company archive
PTT Archive,class A Swiss cultural property of national significance,canton of Bern,company archive
SBB Historic-Stiftung Historisches Erbe der SBB,class A Swiss cultural property of national significance,Aargau,private foundation
Historisches Archiv der Zürcher Kantonalbank,class A Swiss cultural property of national significance,Zürich,memory institution
"Ringier AG, Firmenarchiv",class A Swiss cultural property of national significance,Zürich,memory institution
"Neue Zürcher Zeitung, Redaktionsarchiv",class A Swiss cultural property of national significance,Zürich,memory institution
Sulzer AG,class A Swiss cultural property of national significance,Winterthur,memory institution
Archives historiques Nestlé,class A Swiss cultural property of national significance,Canton of Vaud,memory institution
