col0,col1,col2
Atlantic Salmon Federation,1948-01-01,Canada
Kupa Piti Kungka Tjuta,1995-01-01,Australia
Clean Up Australia,1989-01-01,Australia
Total Environment Centre,1972-01-01,Australia
WESSA,1929-01-01,South Africa
Midland Reafforesting Association,1903-01-01,United Kingdom
Office pour l'information éco-entomologique,1968-01-01,France
World Wide Fund for Nature (Italy),1968-07-30,Italy
Sierra Club Foundation,1960-01-01,United States of America
Rocky Mountain Elk Foundation,1984-01-01,United States of America
Plant with Purpose,2001-01-01,United States of America
McDowell Sonoran Conservancy,1991-01-01,United States of America
Sierra Nevada Conservancy,2004-01-01,United States of America
Great March for Climate Action,2013-01-01,United States of America
Xerces Society,1971-01-01,United States of America
Wildlife Alliance,1994-01-01,United States of America
WildEarth Guardians,1989-01-01,United States of America
WAAKE-UP!,1998-01-01,United States of America
Tri-State Bird Rescue and Research,1976-01-01,United States of America
