col0,col1,col2
"Fred Fisher Music Co., Inc.","Fred Fisher Music Company, Inc.",corporation
Ardmore & Beechwood Ltd.,Ardmore & Beechwood Limited,private company limited by shares
Noble & Brite,Noble & Brite Ltd.,private company limited by shares
"Harms, Inc.",Harms Incorporated,corporation
Kayteekay Music,"Kayteekay Music, Inc.",corporation
"Leo Feist, Inc.","Leo Feist, Inc.",corporation
"Edwin H. Morris & Co., Inc.","Edwin H. Morris & Co., Inc.",corporation
"Universal Songs of Polygram International, Inc.","Universal Songs of Polygram International, Inc.",corporation
Edward B. Marks Music Corporation,Edward B. Marks Music Corporation,corporation
Virgin Music Ltd.,Virgin Music Ltd.,private company limited by shares
This Record Company Ltd.,This Record Company Ltd.,private company limited by shares
Dick James Music Ltd.,Dick James Music Ltd.,private company limited by shares
"Progressive Music Publishing Company, Inc.","Progressive Music Publishing Company, Inc.",corporation
Glen Campbell Music,Glen Campbell Music,corporation
"Francis, Day & Hunter Ltd.","Francis, Day & Hunter Limited",private company limited by shares
EMI Music Publishing Ltd.,EMI Music Publishing Limited,private company limited by shares
"Waterson, Berlin & Snyder, Inc.","Waterson, Berlin & Snyder, Inc.",corporation
"Warner Chappell Music, Inc.","Warner Chappell Music, Inc.",corporation
"Walt Disney Music Company, Inc.","Walt Disney Music Company, Inc.",corporation
"Wonderland Music Company, Inc.","Wonderland Music Company, Inc.",corporation
