col0,col1,col2,col3
Russian Olympic Committee,Russia,Luzhnetskaya Embankment,1992-01-01
Algerian Olympic Committee,Algeria,Ben Aknoun,1963-01-01
NOC*NSF,Netherlands,National Sports Centre Papendal,1993-01-01
National Olympic Committee and Sports Confederation of Denmark,Denmark,Idrættens Hus,1896-01-01
Malta Olympic Committee,Malta,Gżira,1928-01-01
Comitato Olimpico Nazionale Sammarinese,San Marino,Serravalle,1959-01-01
Liechtenstein Olympic Committee,Liechtenstein,Schaan,1935-01-01
United States Olympic & Paralympic Committee,United States of America,Colorado Springs,1894-01-01
Ecuadorian National Olympic Committee,Ecuador,Guayaquil,1938-01-01
Dominican Republic Olympic Committee,Dominican Republic,Santo Domingo,1946-01-01
Olympic Committee of Israel,Israel,Tel Aviv,1933-01-01
New Zealand Olympic Committee,New Zealand,Wellington,1911-01-01
National Olympic Committee of Turkmenistan,Turkmenistan,Ashgabat,1990-01-01
Olympic Committee of the Democratic People's Republic of Korea,North Korea,Pyongyang,1953-01-01
National Olympic Committee of the Azerbaijani Republic,Azerbaijan,Baku,1992-01-01
Korean Olympic Committee,South Korea,Seoul,1946-01-01
Nepal Olympic Committee,Nepal,Lalitpur,1962-01-01
Afghanistan National Olympic Committee,Afghanistan,Kabul,1935-01-01
Uganda Olympic Committee,Uganda,Kampala,1953-01-01
National Olympic Committee of the Islamic Republic of Iran,Iran,Tehran,1947-01-01
