col0,col1,col2,col3,col4
Federation Council,1993-01-01,170,Federal Assembly of the Russian Federation,Russia
Federal Senate of Brazil,1826-05-06,81,National Congress of Brasil,Brazil
House of Lords,1801-01-22,808,Parliament of the United Kingdom,United Kingdom
Senate,1959-04-28,348,French Parliament,France
House of Federation,1995-01-01,112,Federal Parliamentary Assembly,Ethiopia
Federal Council of Austria,1920-11-10,61,Austrian Parliament,Austria
Council of States of Switzerland,1848-11-16,46,Federal Assembly of Switzerland,Switzerland
Senate of the Republic of Italy,1948-01-01,320,Italian Parliament,Italy
Senate of Poland,1989-01-01,100,National Assembly,Poland
United States Senate,1789-01-01,100,United States Congress,United States of America
Senate of Spain,1977-01-01,266,Cortes Generales,Spain
Seanad Éireann,1922-12-11,60,Oireachtas,Ireland
Senate of Entre Ríos,1883-01-01,17,legislature of Entre Ríos,Entre Ríos Province
South Australian Legislative Council,1840-01-01,22,Parliament of South Australia,South Australia
