col0,col1,col2,col3
Vaxholm Garrison,Vaxholm,1906-01-01,Vaxholm military district
Uppsala Garrison,Uppsala,1901-01-01,Västmanland military district
Ystad Garrison,Ystad,1892-01-01,Ystad military district
Östersund Garrison,Östersund,1893-01-01,Jämtland military district
Ystad Garrison,Ystad,1892-01-01,Malmö military district
Uppsala Garrison,Uppsala,1901-01-01,Swedish Army NCO School
Östersund Garrison,Östersund,1893-01-01,2nd Army Division
Uppsala Garrison,Uppsala,1901-01-01,Västmanland Brigade
Östersund Garrison,Östersund,1893-01-01,Feldjäger Brigade
Uppsala Garrison,Uppsala,1901-01-01,Uppsala and Västmanland military district
Vaxholm Garrison,Vaxholm,1906-01-01,Vaxholm Grenadier Regiment
Uppsala Garrison,Uppsala,1901-01-01,Swedish Armed Forces Interpreter School
