col0,col1,col2
Second cabinet of Ólafur Jóhannesson,Cabinet of Geir Hallgrímsson,Ólafur Jóhannesson
P. V. Narasimha Rao Ministry,Chandra Shekhar Ministry,P. V. Narasimha Rao
Second Hawke Ministry,First Hawke Ministry,Bob Hawke
Second Vajpayee Ministry,I. K. Gujral Ministry,Atal Bihari Vajpayee
Premiership of Morarji Desai,Second Indira Gandhi Ministry,Morarji Desai
Seventh Menzies Ministry,Sixth Menzies Ministry,Robert Menzies
Second Menzies Ministry,First Menzies Ministry,Robert Menzies
Ninth Menzies Ministry,Eighth Menzies Ministry,Robert Menzies
Pehr Evind Svinhufvud's second cabinet,Kyösti Kallio's third cabinet,Pehr Evind Svinhufvud
Second cabinet of Hermann Jónasson,First cabinet of Hermann Jónasson,Hermann Jónasson
Second Hughes Ministry,First Hughes Ministry,Billy Hughes
Stolojan I Cabinet,Roman III Cabinet,Theodor Stolojan
Government of Max Beck,Government of Konrad Hohenlohe,Baron Max Wladimir von Beck
Government Ernst Koerber II,Government of Stürgkh,Ernest von Koerber
