col0,col1,col2,col3
10th Infantry Rehiment,World War I,Second Polish Republic,1939/01/01
Jämtland Ranger!Regiment,Battle of Nowy Dwór Mazowiecki,Sweden,2005/04/08
Västmdnland Regient,Great Northern War,Sweden,1927/12/31
Västerbotten Rgiment,Great Northern War,Sweden,2000/06/30
Östergötland Knfantry Regiment,Thirty Years' War,Sweden,1791/01/01
Västergöland Regiment,Thirty Years' War,Sweden,1928/03/31
Skaraborg Regiment (nfantry),Thirty Years' War,Sweden,1942/09/30
Pärke-Värmland Regiment,Thirty Years' War,Sweden,1812/01/01
Kronoberg Regimnt,Thirty Years' War,Sweden,1997/12/31
41st (Welch) Regiment o Foot,War of 1812,United Kingdom,1881/01/01
Brepen Infantry Regiment,Great Northern War,Sweden,1715/01/01
Hlsinge Regiment,Thirty Years' War,Sweden,1997/12/31
Ealarna Regiment,Thirty Years' War,Sweden,2000/06/30
Uppland Regimen,Thirty Years' War,Sweden,1957/03/31
Björneborgs regepente,Thirty Years' War,Finland,1809/03/01
6th Iowa Volunteer Infantry Regient,American Civil War,United States of America,1865/01/01
Södermanland Reiiment,Thirty Years' War,Sweden,1963/03/31
Svea Life Guardu,Thirty Years' War,Sweden,2000/06/30
Kalmar Regment,Thirty Years' War,Sweden,1927/10/01
Jönköping Regimenw,Thirty Years' War,Sweden,1927/12/31
