col0,col1,col2
Players Tour Championship 2014/2015 – Finals,World Professional Billiards and Snooker Association,Joe Perry
Asian Tour 2014/2015 – Event 3,World Professional Billiards and Snooker Association,Joe Perry
Asian Tour 2013/2014 – Event 1,World Professional Billiards and Snooker Association,Joe Perry
1983 UK Championship,World Professional Billiards and Snooker Association,Alex Higgins
1985 Kit Kat Break for World Champions,World Professional Billiards and Snooker Association,Dennis Taylor
1984 Costa Del Sol Classic,World Professional Billiards and Snooker Association,Dennis Taylor
2017 World Grand Prix,World Professional Billiards and Snooker Association,Barry Hawkins
1999 Pontins Professional,World Professional Billiards and Snooker Association,Jimmy White
1981 Scottish Masters,World Professional Billiards and Snooker Association,Jimmy White
1992 UK Championship,World Professional Billiards and Snooker Association,Jimmy White
