col0,col1,col2
"South Africa Act Amendment Act, 1933",Union of South Africa,Parliament of South Africa
"South Africa Act Amendment Act, 1959",Union of South Africa,Parliament of South Africa
"South Africa Act Amendment Act, 1958",Union of South Africa,Parliament of South Africa
"South Africa Act Amendment Act, 1957",Union of South Africa,Parliament of South Africa
"South Africa Act Amendment Act, 1956",Union of South Africa,Parliament of South Africa
"South Africa Act Amendment Act, 1955",Union of South Africa,Parliament of South Africa
"South Africa Act Amendment Act, 1954",Union of South Africa,Parliament of South Africa
"South Africa Act Amendment Act, 1951",Union of South Africa,Parliament of South Africa
"South Africa Act Amendment Act, 1950",Union of South Africa,Parliament of South Africa
"South Africa Act Amendment Act, 1946",Union of South Africa,Parliament of South Africa
"South Africa Act Amendment Act, 1938",Union of South Africa,Parliament of South Africa
"South Africa Act Amendment Act, 1935",Union of South Africa,Parliament of South Africa
"South Africa Act Amendment Act, 1934",Union of South Africa,Parliament of South Africa
"Constitution Amendment Act, 1993",South Africa,Parliament of South Africa
"Constitution Amendment Act, 1992",South Africa,Parliament of South Africa
"Constitution Amendment Act, 1990",South Africa,Parliament of South Africa
"Constitution Amendment Act, 1988",South Africa,Parliament of South Africa
"Constitution Amendment Act, 1987",South Africa,Parliament of South Africa
"Constitution Amendment Act, 1984",South Africa,Parliament of South Africa
"Constitution Amendment Act, 1982",South Africa,Parliament of South Africa
