col0,col1,col2,col3
2018 Giro dell'Emilia,road bicycle racing,Sky 2018,2017 Giro dell'Emilia
2018 Giro del Piemonte,road bicycle racing,EF Education First-Drapac 2018,2017 Giro del Piemonte
Tre Valli Varesine 2019,road bicycle racing,Sunweb 2019,2018 Tre Valli Varesine
2019 Gran Premio Bruno Beghelli,road bicycle racing,AG2R La Mondiale 2019,Gran Premio Bruno Beghelli 2018
2019 Giro dell'Emilia,road bicycle racing,AG2R La Mondiale 2019,2018 Giro dell'Emilia
2018 GP Industria & Artigianato di Larciano,road bicycle racing,Katusha-Alpecin 2018,2017 GP Industria & Artigianato di Larciano
2018 Trofeo Laigueglia,road bicycle racing,Israel Cycling Academy 2018,2017 Trofeo Laigueglia
2018 Kuurne–Brussels–Kuurne,road bicycle racing,Katusha-Alpecin 2018,2017 Kuurne–Brussels–Kuurne
2018 Grand Prix Impanis-Van Petegem,road bicycle racing,Katusha-Alpecin 2018,2017 Grand Prix Impanis-Van Petegem
2018 Grand Prix of Aargau Canton,road bicycle racing,Katusha-Alpecin 2018,2017 Grand Prix of Aargau Canton
2018 Grand Prix de Fourmies,road bicycle racing,Quick-Step Floors 2018,2017 Grand Prix de Fourmies
