col0,col1,col2,col3
County of Hanau,Hanau,1429-01-01,1736-01-01
County of Mark,Hamm,1160-01-01,1806-01-01
Nassau-Saarbrücken,Saarbrücken,1080-01-01,1801-01-01
County of Tonnerre,Tonnerre,0801-01-01,1789-01-01
County of Saint-Pol,Saint-Pol-sur-Ternoise,1031-01-01,1787-01-01
County of Jaffa and Ascalon,Jaffa,1100-01-01,1268-01-01
County of Auxerre,Auxerre,0801-01-01,1370-01-01
County of Nevers,Nevers,0801-01-01,1789-01-01
County of Zeeland,Middelburg,1012-01-01,1795-01-01
Zollern,Hechingen,1052-01-01,1576-01-01
County of Toulouse,Toulouse,0778-01-01,1271-01-01
