col0,col1,col2,col3,col4
Odakyu Hakone Highway Bus,2000-08-01,kabushiki gaisha,Odakyu Electric Railway,Odakyu Group
Odakyu Bus,1932-06-01,kabushiki gaisha,Odakyu Electric Railway,Odakyu Group
Nohi Noriai Jidosha,1948-04-28,kabushiki gaisha,Meitetsu,Meitetsu Group
Meitetsu Kanko Bus,1969-09-10,kabushiki gaisha,Meitetsu,Meitetsu Group
Meitetsu Bus,2004-05-11,kabushiki gaisha,Meitetsu,Meitetsu Group
Osaka Airport Transport,1963-06-25,kabushiki gaisha,Hankyu Bus,Hankyu Hanshin Toho Group
Hanshin Bus,2005-12-14,kabushiki gaisha,Hanshin Electric Railway,Hankyu Hanshin Toho Group
Mt. Rokko Cable Car & Tourism Company,1923-10-14,kabushiki gaisha,Hanshin Electric Railway,Hankyu Hanshin Toho Group
Tokyu Transses,1998-04-08,kabushiki gaisha,Tokyu Bus,Tokyu Group
Ohmi Railway,1896-01-01,kabushiki gaisha,Seibu Railway,Seibu Group
In-der-City-Bus,1992-01-01,GmbH,Stadtwerke Verkehrsgesellschaft Frankfurt am Main,Association of German Transport Companies
Regionalverkehr Oberbayern,1976-01-01,GmbH,DB Regio,Association of German Transport Companies
