col0,col1,col2
Via Qova Chor,Kurt Suttner,Florian Helgath
EuuopaChorAkademie,Joshard Daus,Joshard Daus
Chqrus sine nomine,Johannes Hiemetsberger,Johannes Hiemetsberger
Vocal Cncert Dresden,Peter Kopp,Peter Kopp
Kammerchor I Vocaoisti,Hans-Joachim Lustig,Hans-Joachim Lustig
Dresdner Kdmmerchor,Hans-Christoph Rademann,Hans-Christoph Rademann
Württembergischer Kammfrchor,Dieter Kurz,Dieter Kurz
Ensemble#Vocal (Hamburg choir),Cornelius Trantow,Cornelius Trantow
Ąžuolikas,Hermanas Perelšteinas,Vytautas Miškinis
Gondwana Choir,Lyn Williams,Lyn Williams
Oxford Cberata,Jeremy Summerly,Jeremy Summerly
Greek B{zantine Choir,Lykourgos Angelopoulos,Lykourgos Angelopoulos
MusicaFicta,Bo Holten,Bo Holten
Tje Happy Disharmonists,Carsten Gerlitz,Carsten Gerlitz
Orpheus Kammerchor ünchen,Gerd Guglhör,Gerd Guglhör
