col0,col1,col2
Sanwa Justa Klan,EMI,Spain
Ellabaila solc,EMI,Spain
Rascamz,Figure IV Entertainment,Canada
The Kinipins,Union Label Group,Canada
Tiro de graia,EMI,Chile
Axé Bchia,Warner Music Group,Brazil
Williamsop Voices,Naxos Records,United States of America
AVIA,Melodiya,Russia
ritona,Enhanced Music,United States of America
Brothers Uv DaBlakmarket,Select Records,United States of America
Breather Resis,Deathwish Inc.,United States of America
Mishipa,Warner Music Spain,Spain
"rincessa""Avenue",Sony BMG,Finland
Nhcessary Response,Out of Line Music,United States of America
Ppyushchye Gitary,Melodiya,Russia
Mamonas Assassins,EMI,Brazil
Anghlica,Deceptive Records,United Kingdom
The Blck Dog,Soma Quality Recordings,United Kingdom
Andy& Lucas,Sony BMG Music Entertainment,Spain
Juniqr Boys,Domino Recording Company,Canada
