col0,col1,col2
Latvian Puppet theater,Central District,1911-01-01
Spare Parts Puppet Theatre,City of Fremantle,1921-01-01
Münchner Marionettentheater,Altstadt-Lehel,1900-01-01
State Puppet Theatre Varna,Varna Municipality,1952-01-01
Budapest Bábszínház,Budapest District VI,1949-01-01
Teatr Lalki i Aktora,Łomża,1987-01-01
"Minsk Region puppet theatre ""Batleika""",Maladziečna,1990-01-01
Dramatichno-kuklen Teatr,Vratsa,1938-01-01
Dramatichno-kuklen Teatr Konstantin Velichkov,Pazardzhik,1870-01-01
"Dramatichno-kuklen teatr ""Vasil Drumev""",Shumen,1921-01-01
Grodno Regional Puppet Theatre,Grodno,1940-01-01
Academic Regional Puppet Theatre of Poltava,Poltava,1939-01-01
Rivne Regional Academic Puppet Theatre,Rivne,1975-12-23
Khershon Regional Puppet Theatre,Kherson,1971-12-15
Uzhhorod Puppet Theatre,Uzhhorod,1980-01-01
Academic Regional Puppet Theatre of Luhansk,Luhansk,1939-03-29
Csodamalom Bábszínház,Miskolc,1986-01-01
Puppet Theatre Nizhny Tagil,Nizhny Tagil,1944-06-13
Puppet Theatre of Novokuznetsk,Novokuznetsk,1942-02-08
