col0,col1,col2
Arsenal F.C.,1995 UEFA Cup Winners' Cup Final,United Kingdom
PSV Eindhoven,2013 KNVB Cup Final,Netherlands
S.S. Lazio,Serie A,Italy
Real Betis Balompié,2013–14 La Liga,Spain
Atlético Madrid,2014 UEFA Champions League Final,Spain
Real Zaragoza,1995 UEFA Cup Winners' Cup Final,Spain
FC Barcelona,2011–12 La Liga,Spain
Karlsruher SC,2019–20 2. Liga,Germany
FC Energie Cottbus,2018–19 3. Liga,Germany
Hamburger SV,1958/1959 German Team Badminton Championships,Germany
VfL Bochum,Badminton-Bundesliga 1972/1973,Germany
Manchester City F.C.,1904 FA Cup Final,United Kingdom
AFC Ajax,1972 European Cup Final,Netherlands
Sporting CP,1958 Portuguese Men's Team Badminton Championships,Portugal
