col0,col1,col2
Asian Football Confederation,Kuala Lumpur,Salman Bin Ibrahim Al-Khalifa
BDI,Haus der Deutschen Wirtschaft,Ulrich Grillo
Christian Trade Union Federation of Germany,Berlin,Matthäus Strebl
Allgemeiner Deutscher Fahrrad-Club,Bremen,Jan Tebbe
Swiss Trade Union Confederation,Bern,Pierre-Yves Maillard
Deutscher Tierschutzbund,Bonn,Thomas Schröder
"Bundesverband Großhandel, Außenhandel, Dienstleistungen",Berlin,Anton F. Börner
International Council for Science,Paris,Catherine Bréchignac
Bundesverband Erneuerbare Energie,Berlin,Simone Peter
German adult education centre association,Bonn,Rita Süssmuth
European Movement International,Brussels,Jo Leinen
Federación de Asociaciones de Periodistas de España,Madrid,Elsa González
Yesha Council,Ramat Eshkol,Hananel Dorani
International Federation of Trade Unions,Berlin,W. A. Appleton
Association of Universities in the Netherlands,The Hague,Pieter Duisenberg
Oberpfälzer Kulturbund,Regensburg,Volker Liedtke
Deutscher Caritasverband,Freiburg im Breisgau,Peter Neher
European Pride Organisers Association,Brussels,Kristine Garina
Spitzenorganisation der Filmwirtschaft,Wiesbaden,Alfred Holighaus
Landsmannschaft Ostpreußen,Hohenfelde,Stephan Grigat
