col0,col1,col2
Tata Steel Europe,Philippe Varin,Tata Steel (Netherlands)
Müller,Erwin Franz Müller,Café Gerbeaud
Magnit,Sergey Galitsky,Magnit Cosmetic
Nippon Telegraph and Telephone,Satoshi Miura,NTT Data
Armani,Giorgio Armani,Emporio Armani
Platinum Equity,Tom Gores,Platinum Equity (United Kingdom)
Abbott Laboratories,Miles D. White,Abbott Japan
Ferrari,John Elkann,Scuderia Ferrari
Allianz SE,Michael Diekmann,Euler Hermes
Nestlé,Ulf Mark Schneider,Nespresso
Traton Group,Andreas Renschler,MAN SE
BMW,Norbert Reithofer,Rolls-Royce Motor Cars
Porsche Automobil Holding SE,Martin Winterkorn,Volkswagen Group
