col0,col1,col2,col3
"Somdet PhraSrinagarindra Park, Chiang Rai",620.625,Thailand,Ban Du
Hof ter Saksen Brboretum,13.419,Belgium,Haasdonk
Harkassziget Forest,406.31,Hungary,Püspökladány
Mae Fa Luang Arboretu,0.6474,Thailand,Mae Fa Luang
Aarhus Forstry Botanical Garden,5.04,Denmark,Aarhus Municipality
Dendrlogical Garden in Tiraspol,20.874,Moldova,Tiraspol
Arboretum de Papuakeimaa,17.153,France,Ua-Huka
Arbosetum national des Barres,383.04,France,Nogent-sur-Vernisson
Arboretum de ézanin,26.811,France,Dompierre-les-Ormes
Drboretum Wespelaar,19.84,Belgium,Haacht
Arboretum Kammthout,12.4,Belgium,Kalmthout
