col0,col1,col2,col3,col4,col5
Ecologist Green Party,Chișinău,1992-04-09,Green party,green liberalism,Global Greens
The Greens,Luxembourg,1983-06-23,Green party,green politics,European Green Party
The Greens,Paris,1984-01-20,Green party,green politics,European Green Party
Green Party Taiwan,Zhongzheng District,1996-01-25,Green party,green politics,Asia-Pacific Green Network
Green Party of Canada,Ottawa,1983-01-01,Green party,green politics,Global Greens
GroenLinks,Utrecht,1989-03-01,Green party,green politics,European Green Party
Green Party of Switzerland,Bern,1983-01-01,Green party,green politics,Swiss Climate Alliance
Green Party,Prague,1989-12-09,Green party,green liberalism,European Green Party
Europe Ecology – The Greens,Paris,2010-11-13,Green party,decentralization,European Green Party
Green Left,Budapest,2009-03-01,Green party,far-left,European Green Party
