col0,col1,col2,col3,col4
Scanian Air Wing,Re.2000 Falco I,Rolf Clementson,1940-10-01,Swedish Air Force
Skaraborg Air Wing,AS332 Super Puma,Stig Abrahamsson,1940-07-01,Swedish Air Force
Scanian Air Wing,Re.2000 Falco I,Wilhelm Wagner,1940-10-01,Swedish Air Force
Skaraborg Air Wing,AS332 Super Puma,Åke Sundén,1940-07-01,Swedish Air Force
Scanian Air Wing,Re.2000 Falco I,Kjell Rasmusson,1940-10-01,Swedish Air Force
Skaraborg Air Wing,AS332 Super Puma,Stig Norén,1940-07-01,Swedish Air Force
Scanian Air Wing,Re.2000 Falco I,Ian Iacobi,1940-10-01,Swedish Air Force
Skaraborg Air Wing,AS332 Super Puma,Karl-Erik Fernander,1940-07-01,Swedish Air Force
Scanian Air Wing,Re.2000 Falco I,Ulf Cappelen-Smith,1940-10-01,Swedish Air Force
Skaraborg Air Wing,AS332 Super Puma,Jan Andersson,1940-07-01,Swedish Air Force
Västmanland Air Wing,Ju 86,Rolf Svartengren,1929-07-01,Swedish Air Force
Norrbotten Air Wing,F.13,Gösta von Porat,1941-07-01,Swedish Air Force
