col0,col1,col2,col3,col4
Skellefteå parish,Sweden,Skellefteå Municipality,16013,Boliden parish
Själevad parish,Sweden,Örnsköldsvik Municipality,14887,Arnäs parish
Sundborns,Sweden,Falun Municipality,2234,Sundborn
Stöde parish,Sweden,Sundsvall Municipality,2404,Stöde
Styrnäs parish,Sweden,Kramfors Municipality,288,Styrnäs
Stockholm Cathedral Parish,Sweden,Stockholm Municipality,2946,Stockholms domkyrkodistrikt
Söderhamns församling,Sweden,Söderhamn Municipality,7209,Söderhamn
Torsåker parish,Sweden,Kramfors Municipality,196,Torsåker
"Torps församling, Härnösand diocese",Sweden,Ånge Municipality,3293,Torp
Sundvall parish,Sweden,Sundsvall Municipality,14294,Sundsvalls Gustav Adolf
