col0,col1,col2
Thoothukudi - Nazareth Diocese of the Church of South India,2003-01-01,Tamil Nadu
Diocese of Vellore of the Church of South India,1976-01-01,India
Diocese of East Kerala of the Church of South India,1983-01-01,India
Diocese of Mbhashe,2010-01-01,South Africa
Ukrainian Catholic Eparchy of Chernivtsi,2017-09-12,Ukraine
diocese of Nouméa,1849-06-26,France
Roman Catholic Diocese of Monte Cassino,1322-05-10,Italy
Diocese of Tuna,1100-01-01,Sweden
New England District,1972-01-01,United States of America
Bishopric of Dorpat,1224-01-01,Livonian confederation
Roman Catholic Diocese of Vladivostok,1923-02-02,Soviet Union
Bishopric of Cammin,1248-01-01,Holy Roman Empire
Roman Catholic Diocese of Nkayi,1983-01-01,Republic of the Congo
Gaguari,1933-01-01,Tunisia
Chaldean Catholic Diocese of Amadiyah and Zaku,1850-01-01,Iraq
Sulaymaniyya eparchy of the Chaldeans,1968-01-01,Iraq
Apostolic Exarchate of Sofia,1926-01-01,Bulgaria
Romanian Catholic Eparchy of Oradea Mare,1777-01-01,Romania
Eparchy of Košice,1997-02-21,Slovakia
