col0,col1,col2
Polytechnic Institute of Castelo Branco,Castelo Branco,1982-01-01
Athlone Institute of Technology,Athlone,1970-01-01
"Federal Polytechnic, Ado-Ekiti",Ado Ekiti,1977-01-01
National Chin-Yi University of Technology,Taichung,1971-01-01
Polytechnic Institute of Cávado and Ave,Barcelos,1994-12-19
Universal College of Learning,Palmerston North,1907-01-01
Technological Educational Institute of Epirus,Arta,1994-01-01
Polytechnic Institute of Viana do Castelo,Viana do Castelo,1980-01-01
Polytechnic Institute of Leiria,Leiria,1980-01-01
Technological Educational Institute of Messolonghi,Aetolia-Acarnania Regional Unit,1981-01-01
Sh. Yessenov Caspian State University of Technologies and Engineering,Aktau,1976-01-01
Shandong University of Technology,Zibo,1956-01-01
Hunan University of Technology,Zhuzhou,1979-01-01
Iskenderun Technical University,İskenderun,2015-03-31
Technological Educational Institute of Peloponnese,Kalamata,1988-01-01
Vinnytsia National Technical University,Vinnytsia,1960-01-01
Otago Polytechnic,Dunedin,1870-01-01
Erzurum Technical University,Erzurum,2010-01-01
Polytechnic Institute of Viseu,Viseu,1979-01-01
Konya Technical University,Konya,2018-01-01
