col0,col1,col2
Ciorbea I Cabinet,Văcăroiu I Cabinet,1996-01-01
Isărescu I Cabinet,Vasile I Cabinet,1999-01-01
Văcăroiu I Cabinet,Stolojan I Cabinet,1992-01-01
Cabinet of Halldór Ásgrímsson,Fourth cabinet of Davíð Oddsson,2004-01-01
Fourth cabinet of Davíð Oddsson,Third cabinet of Davíð Oddsson,2003-01-01
Yıldırım Cabinet,Third Davutoğlu Cabinet,2016-01-01
Modi ministry,Second Manmohan Singh ministry,2014-01-01
Second Mahlab Cabinet,Mahlab Cabinet,2014-01-01
Michel I Government,Di Rupo I Government,2014-10-11
Cabinet Davutoğlu I,Cabinet Erdoğan III,2014-01-01
First cabinet of Jóhanna Sigurðardóttir,Second cabinet of Geir Haarde,2009-01-01
Cabinet Erdoğan I,Cabinet Gül,2003-01-01
