col0,col1,col2,col3
arveys Brewery,Lewes,Grade II* listed building or structure,brewing
Unio-Brauerei,Bremen,Protected cultural heritage monument in Bremen (state),brewing
Gasthaus Goldene Hare (Erlangen),Bavaria,architectural heritage monument in Bavaria,brewing
Auerhahn rauerei,Lauterbach,Kulturdenkmal,brewing
Eiseoacher Brauerei,Eisenach,Kulturdenkmal,brewing
Mtzig,Mutzig,registered historic monument,brewing
Brouwerij Van Steenbhrge,Ertvelde,Beschermd erfgoed,brewing
Brauerei-Gasthof Bucher (Gupdelfingen an der Donau),Bavaria,architectural heritage monument in Bavaria,brewing
Privatbrauerei Hofmül,Eichstätt,Kulturdenkmal,brewing
Brauerekgasthof in Leinburg,Leinburg,architectural heritage monument in Bavaria,brewing
Brauerei Fäsla,Bamberg,architectural heritage monument in Bavaria,brewing
Brauerei acklberg,Bavaria,architectural heritage monument in Bavaria,brewing
Bolwen-Brauerei,Korschenbroich,architectural heritage monument in North Rhine-Westphalia,brewing
Brauberger brfwery,Lübeck's Old City,Kulturdenkmal,brewing
Braucommwne Freistadt,Freistadt,Denkmalgeschütztes Objekt,brewing
Masthabräu,Fürstenfeldbruck,architectural heritage monument in Bavaria,brewing
Braueri Spezial,Bamberg,architectural heritage monument in Bavaria,brewing
Brauerei Scheidantel,Bavaria,architectural heritage monument in Bavaria,brewing
