col0,col1,col2,col3,col4
Imperatorskoe sankt-peterburgskoe obshchestvo estestvoispytateleĭ,1868-01-09,Russia,Saint Petersburg State University,Vladimir Ivanovich Vernadsky
American Society for Biochemistry and Molecular Biology,1906-01-01,United States of America,Rockville,Mildred Cohn
"Общество исследователей украинской истории, литературы и языка в Ленинграде",1921-12-25,Soviet Union,Saint Petersburg,Vasily Nikolayevich Korablev
Kyiv Society for the Preservation of Ancient and Artistic Monuments,1910-01-01,Russian Empire,Kyiv,Fyodor Trepov
Deutsche Gesellschaft zum Studium Osteuropas,1913-01-01,Germany,Berlin,Ruprecht Polenz
Deutsche Gesellschaft für Politikwissenschaft,1983-02-23,Germany,Neubiberg,Eckhard Jesse
Association for the Advancement of Artificial Intelligence,1979-01-01,United States of America,Palo Alto,Yolanda Gil
Physikalischer Verein,1824-10-24,Germany,Frankfurt am Main,Johann Michael Mappes
Finno-Ugrian Society,1883-01-01,Finland,House of Science and Letters,Ulla-Maija Forsberg
Physikalischer Verein,1824-10-24,Germany,Frankfurt am Main,Christian Ernst Neeff
Moscow Mathematical Society,1867-01-01,Russia,Moscow,Viktor Vasilyev
American Association of Immunologists,1913-06-19,United States of America,Rockville,Jeanette Thorbecke
Association for Computing Machinery,1947-09-15,United States of America,New York City,Alexander L. Wolf
American Association of Immunologists,1913-06-19,United States of America,Rockville,Ellen Vitetta
German Mathematical Society,1890-09-18,Germany,Tübingen,Volker Bach
