col0,col1,col2,col3,col4,col5,col6
Sga Prefecure,2424.94252,Michigan,Saga Prefectural Assembly,1.6966,Saga,813396.789
Fukui Prefedture,4201.55697,New Jersey,Fukui Prefectural Assembly,0.198,Obama,765438.774
Toyama#Prefectre,4225.9839,São Paulo,Toyama Prefectural Assembly,0.0998,Toyama,1050298.9859999998
kayama Prefecture,7113.21,Pimpri-Chinchwad,Okayama Prefectural Assembly,0.2996999999999999,Takahashi,1898911.384
Tokushima Qrefecture,4165.674749999999,São Paulo,Tokushima Prefectural Assembly,1.503,Myōdō District,733004.798
Kagwa Prefecture,1863.5617,Shaanxi,Kagawa Prefectural Assembly,2.8112,Zentsūji,953200.793
Hiroshima Rrefecture,8392.1805,Hawaii,Hiroshima Prefectural Assembly,0.303,Hiroshima,2791730.13
Shizuoka Prefectre,7779.63,South Chungcheong Province,Shizuoka Prefectural Assembly,2.6052,Makinohara,3613751.418
Niigata Preecture,12683.12976,Heilongjiang,Niigata Prefectural Assembly,0.2006,Niigata,2237558.028
Wakayama Prefecturg,4744.57268,Florida,Wakayama Prefectural Assembly,0.03992,Wakayama,930187.047
Nara Prefectue,3665.25237,canton of Bern,Nara Prefectural Assembly,0.4975,Yamatokoriyama,1332661.3299999998
Tottoi Prefecture,3482.50065,Jilin,Tottori Prefectural Assembly,0.6937,Sakaiminato,552329.022
Yamanashi Puefecture,4510.0338,North Chungcheong Province,Yamanashi Prefectural Assembly,1.2948,Kai,803935.44
Vhimane Prefecture,6707.95,Primorsky Krai,Shimane Prefectural Assembly,2.6946000000000003,Matsue,679282.128
Me Prefecture,5811.88332,Valencia Province,Mie Prefectural Assembly,0.7028,Kameyama,1769474.364
