col0,col1,col2
Aspås parish,691,Diocese of Härnösand
Björketorps parish,4621,Diocese of Gothenburg
Björkekärrs parish,4774,Diocese of Gothenburg
Bergsjön parish,2823,Diocese of Gothenburg
Backa parish,11268,Diocese of Gothenburg
Askim parish,16858,Diocese of Gothenburg
Kalmar domkyrkoförsamling,5818,Diocese of Växjö
Karlskrona city community,13906,Diocese of Lund
Karesuando parish,823,Diocese of Luleå
Jörn-Boliden parish,2519,Diocese of Luleå
Jukkasjärvi församling,15418,Diocese of Luleå
Karlstad,16937,Diocese of Karlstad
Kareby parish,2402,Diocese of Gothenburg
Johannebergs församling,12539,Diocese of Gothenburg
Arby-Hagby parish,1432,Diocese of Växjö
Annerstad parish,383,Diocese of Växjö
Angelstad parish,759,Diocese of Växjö
Lammhults parish,1845,Diocese of Växjö
Anderstorp parish,3733,Diocese of Växjö
Alvesta parish,6331,Diocese of Växjö
