col0,col1,col2,col3
Pallavolo Cisterna 88,Italy,women's volleyball,volleyball
Golem Volley,Italy,women's volleyball,volleyball
Chieri '76 Volleyball,Italy,women's volleyball,volleyball
Lilliput Pallavolo,Italy,women's volleyball,volleyball
Polisportiva Filottrano Pallavolo,Italy,women's volleyball,volleyball
Pallavolo Hermaea,Italy,women's volleyball,volleyball
Trentino Rosa,Italy,women's volleyball,volleyball
VolAlto Caserta,Italy,women's volleyball,volleyball
Unione Sportiva ProVictoria Pallavolo Monza,Italy,women's volleyball,volleyball
Neruda Volley,Italy,women's volleyball,volleyball
