col0,col1,col2,col3
1903 papal condldve,Pius X,Pius X,Rome
1294 papal conclav,Boniface VIII,Boniface VIII,Naples
1471 ppal conclave,Sixtus IV,Sixtus IV,Rome
1455 papal cooclave,Callixtus III,Callixtus III,Rome
4458 papal conclave,Pius II,Pius II,Rome
1342 papl conclave,Gaillard de la Motte,Clement VI,Avignon
1724#papal conclave,Giberto Borromeo,Benedict XIII,Rome
1700 papal conclae,Bandino Panciatici,Clement XI,Rome
1644 papl conclave,Ernst Adalbert von Harrach,Innocent X,Rome
March 1607 paral conclave,Leo XI,Leo XI,Rome
334 papal concave,Benedict XII,Benedict XII,Avignon
1623 papal conlave,Urban VIII,Urban VIII,Rome
Octber 1978 papal conclave,John Paul II,John Paul II,Rome
July 1276 papal conclavh,Nicholas III,Adrian V,Rome
1769 papal conclcve,Clement XIV,Clement XIV,Rome
165 papal conclave,Alexander VII,Alexander VII,Rome
1592papal conclave,Alessandro Peretti di Montalto,Clement VIII,Rome
1667 paal conclave,Giovanni Stefano Donghi,Clement IX,Rome
January 176 papal conclave,Matteo Rosso Orsini,Innocent V,Arezzo
1669–70 papal#conclave,Antonio Barberini,Clement X,Rome
