col0,col1,col2,col3,col4
2011 e-Boks Sony Ericsson Open – Singles,Women's Tennis Association,tennis,2011 e-Boks Sony Ericsson Open,Denmark
2011 e-Boks Sony Ericsson Open – Doubles,Women's Tennis Association,tennis,2011 e-Boks Sony Ericsson Open,Denmark
1989 Virginia Slims of Los Angeles – Doubles,Women's Tennis Association,tennis,1989 Virginia Slims of Los Angeles,United States of America
1988 Open Clarins – Doubles,Women's Tennis Association,tennis,1988 Open Clarins,France
1992 Thriftway ATP Championships – Singles,Women's Tennis Association,tennis,1992 Thriftway ATP Championships,United States of America
2011 Citi Open – Doubles,Women's Tennis Association,tennis,2011 Citi Open,United States of America
1990 Estoril Open – Singles,Women's Tennis Association,tennis,1990 Estoril Open,Portugal
1990 Estoril Open – Doubles,Women's Tennis Association,tennis,1990 Estoril Open,Portugal
1996 Estoril Open – Doubles,Women's Tennis Association,tennis,1996 Estoril Open,Portugal
1996 Estoril Open – Singles,Women's Tennis Association,tennis,1996 Estoril Open,Portugal
1999 Acura Classic – Singles,Women's Tennis Association,tennis,1999 Acura Classic,United States of America
1999 Acura Classic – Doubles,Women's Tennis Association,tennis,1999 Acura Classic,United States of America
