col0,col1,col2
Alvastra Abbey,Cistercians,monument in Fornminnesregistret
Haverfordwest Priory,Augustinians,Grade I listed building
Hailes Abbey,Cistercians,Grade I listed building
Tintern Abbey,Cistercians,Grade I listed building
Grünhain Abbey,Cistercians,Kulturdenkmal
Altzella Abbey,Cistercians,Kulturdenkmal
Villers-Bettnach Abbey,Cistercians,monument historique classé
Abbaye Notre-Dame du Lys,Cistercians,monument historique classé
Alet Cathedral,Benedictines,monument historique classé
Abbaye Saint-Mathieu de Fine-Terre,Benedictines,monument historique classé
Abbey of Saint Bertin,Benedictines,monument historique classé
Jumièges Abbey,Benedictines,monument historique classé
Fontainejean Abbey,Cistercians,registered historic monument
Abbey Sturzelbronn,Cistercians,registered historic monument
Carmo Convent,Carmelites,National Monument of Portugal
Mosteiro de Santa Maria das Júnias,Benedictines,National Monument of Portugal
Monastery of the Saint,Minim,cultural monument of the Czech Republic
Rosa Coeli monastery,Premonstratensians,cultural monument of the Czech Republic
