col0,col1,col2,col3
Attack Squadron 114,Attack Squadron ELEVEN A,1949-12-01,1942-10-10
Attack Squadron 122,Attack Squadron (All Weather) THIRTY FIVE,1991-05-31,1950-05-25
Patrol Squadron 33,Amphibian Patrol Squadron THREE,1949-12-15,1935-11-01
Patrol Squadron 32,Amphibian Patrol Squadron TWO,1949-06-06,1943-09-06
Patrol Squadron 29,Medium Patrol Squadron (Landplane) SIXTY ONE,1955-11-01,1946-07-06
Patrol Squadron 29,Heavy Patrol Squadron (Landplane) TWELVE,1950-01-18,1935-11-01
Patrol Squadron 28,Bombing Squadron ONE HUNDRED EIGHT,1969-10-01,1943-07-01
Patrol Squadron 27,Bombing Squadron ONE HUNDRED SEVEN,1950-01-11,1941-09-15
Patrol Squadron 25,Bombing Squadron ONE HUNDRED FIFTEEN,1950-01-01,1943-10-01
Patrol Squadron 22,Patrol Squadron FOUR,1942-04-18,1928-09-15
Patrol Squadron 21,Bombing Squadron ONE HUNDRED ELEVEN,1969-11-21,1943-07-30
Patrol Squadron 21,Patrol Squadron TWENTY ONE,1942-04-18,1929-07-23
Patrol Squadron 20,Patrol Squadron EIGHT,1949-03-31,1929-07-01
